pm25_HLL_545,temperature_HLL_545,datetime,humidity_HLL_545,pm25_HLL_549,temperature_HLL_549,humidity_HLL_549,pm25_HLL_420,temperature_HLL_420,humidity_HLL_420,pm25_HLL_541,temperature_HLL_541,humidity_HLL_541,pm25_NL49570,pm25_NL49701,winddirection,windspeed,temperature_knmi,humidity_knmi
10.57,24.89,2023-10-01 13:00:00+00:00,55.26,11.81,25.98,53.25,5.81,28.33,43.24,8.27,27.83,43.65,11.8,10.1,220.0,9.0,,
12.09,24.39,2023-10-01 14:00:00+00:00,58.42,12.8,25.06,57.68,5.93,25.8,52.66,8.13,26.32,51.23,13.3,9.8,220.0,9.0,,
12.07,24.24,2023-10-01 15:00:00+00:00,60.58,13.33,24.74,59.94,6.06,26.14,54.0,8.28,26.4,52.74,12.3,9.2,220.0,8.0,,
10.85,22.97,2023-10-01 16:00:00+00:00,63.9,12.51,23.21,64.04,5.3,25.56,54.84,8.02,26.0,53.24,10.8,8.8,210.0,7.0,,
12.23,21.19,2023-10-01 17:00:00+00:00,69.91,13.04,21.3,70.68,6.57,24.08,58.56,9.17,24.26,57.46,12.5,9.6,230.0,6.0,,
14.78,19.68,2023-10-01 18:00:00+00:00,76.73,15.89,19.81,77.51,7.02,21.15,68.22,10.24,21.02,68.57,13.3,10.9,210.0,6.0,,
12.27,19.1,2023-10-01 19:00:00+00:00,79.26,12.84,19.15,80.79,7.85,19.85,74.58,11.35,19.76,75.12,11.7,11.5,190.0,7.0,,
11.32,19.52,2023-10-01 20:00:00+00:00,75.82,11.83,19.5,77.39,9.16,19.49,76.53,13.44,19.54,76.31,11.9,13.6,200.0,7.0,,
9.89,19.11,2023-10-01 21:00:00+00:00,75.8,10.47,19.04,77.4,9.39,19.18,78.02,12.98,19.33,77.44,10.9,13.1,200.0,6.0,,
9.41,19.27,2023-10-01 22:00:00+00:00,75.78,9.96,19.26,77.36,9.08,19.13,78.45,12.47,19.29,77.55,8.4,12.8,200.0,5.0,,
10.13,19.57,2023-10-01 23:00:00+00:00,75.01,10.81,19.57,76.59,8.36,19.56,76.6,12.63,19.84,75.28,8.4,12.5,190.0,5.0,,
